codigo_efisco|posicao|faixa|origem|grupo_efisco|classe_efisco|tem_medida|medidas_consulta|item_efisco|top1_catmat|top1_classe|correto_catmat|correto_classe|mesmo_pdm_top1_correto|movimento
291371-2|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|ORTESES, PROTESES E MATERIAIS AUXILIARES|True|{'MM': {8.0, 20.0}}|COMPONENTE TIBIAL DE REVISAO - EM POLIETILENO,TAMANHO DE 8,00MM A 20,00MM,APRESENTACAO CONFORME DEC. LEI 8078/90 COMB. COM ART.31.,ROTULAGEM RESPEITANDO O DECRETO LEI 79094/77 PESPEITANDO O DECRETO LEI 79094/97- ART.31 LEI 8078/90 PORT.N1 DE 23.01.96.|PRÓTESE DE JOELHO, COMPONENTE: COMPONENTE TIBIAL SUPERFÍCIE ARTICULAR , MODELO: BICONDILAR , MATERIAL: POLIETILENO , CARACTERÍSTICA FIXAÇÃO: PLATÔ FIXO , TIPO ESTABILIZAÇÃO: CONGRUÊNCIA INTERCONDILAR COM BLOQUEIO , ESTERILIDADE: ESTÉRIL, USO ÚNICO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|PRÓTESE DE JOELHO, COMPONENTE: COMPONENTE TIBIAL SUPERFÍCIE ARTICULAR , MODELO: BICONDILAR , MATERIAL: POLIETILENO , CARACTERÍSTICA FIXAÇÃO: PLATÔ FIXO , TIPO ESTABILIZAÇÃO: CONGRUÊNCIA INTERCONDILAR COM BLOQUEIO , ESTERILIDADE: ESTÉRIL, USO ÚNICO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
58274-3|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|REAGENTES QUIMICOS E BIOLOGICOS|True|{'G': {25.0}}|REAGENTES QUIMICOS - EOSINA AMARELADA, CATEGORIA P.A., CATEGORIA COLORACAO DE RASPADO DE CELULAS EM CAVIDADES NATURAIS (VAGINA, MUCOSA BUCAL ETC), APRESENTADO EM PO, ASPECTO DA SOLUCAO COLORACAO DE PAPANICOLAU, REAGENTE SOLUVEL EM ALCOOL, ACONDICIONADO EM POTE PLASTICO DE 25 GR, ROTULO COM NUM. DO OTE, VALIDADE, FORMULA, ARMAZENAGEM|CORANTE, TIPO: EOSINA AMARELADA Y , ASPECTO FÍSICO: PÓ , CARACTERÍSTICAS ADICIONAIS: CI 45380 |"SUBSTÂNCIAS PARA DIAGNÓSTICO ""IN VITRO"",  REAGENTES,  CONJUNTOS E JOGOS PARA TESTE"|CORANTE, TIPO: EOSINA AMARELADA Y , ASPECTO FÍSICO: PÓ , CARACTERÍSTICAS ADICIONAIS: CI 45380 |"SUBSTÂNCIAS PARA DIAGNÓSTICO ""IN VITRO"",  REAGENTES,  CONJUNTOS E JOGOS PARA TESTE"|True|entrou
582179-7|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|INSTRUMENTAIS DE USO MEDICO, CIRURGICO OU HOSPITALAR|True|{'MM': {460.0}, 'FR': {7.0}}|PINCA PARA BIOPSIA - PARA CITOSCOPIA,EM ACO INOXIDAVEL  FLEXIVEL,CIRURGICO,  AUTOCLAVAVEL, MEDINCO 7FR COM 460,00MM DE COMPRIMENTO,.|INSTRUMENTAL P/ ENDOSCÓPIO, TIPO: BIÓPSIA , TIPO PONTA: CONCHA , DIMENSÃO: CERCA DE 7 FR X 40 CM , HASTE: HASTE S/ ISOLAMENTO , COMPONENTE 2: MANOPLA , ESTERILIDADE: ESTERILIZÁVEL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|INSTRUMENTAL P/ ENDOSCÓPIO, TIPO: BIÓPSIA , TIPO PONTA: CONCHA , DIMENSÃO: CERCA DE 7 FR X 40 CM , HASTE: HASTE S/ ISOLAMENTO , COMPONENTE 2: MANOPLA , ESTERILIDADE: ESTERILIZÁVEL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
254555-1|1.0|1|profs_saude|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|True|{'MM': {1200.0}}|EXTENSOR DE SERINGA DESCARTAVEL - COM APROXIMADAMENTE 120 CM DE COMPRIMENTO, CONECTOR TIPO LUER LUCK, ADAPTAVEL  A COMPATIVEL COM  AS BOMBAS DE INFUSAO CEDIDAS PELA EMPRESA VENCEDORA., EMBALAGEM EM PAPEL GRAU CIRURGICO,COM DADOS DE IDENTIFICACAO,PROCEDENCIA,TIPO DE ESTERILIZACAO,PRAZO DE VALIDADE,NUMERO DE LOTE E REGISTRO NO MINISTERIO DA SAUDE.|EXTENSOR INFUSÃO VASCULAR, VIAS: 1 VIA , MATERIAL: POLÍMERO , COMPRIMENTO: CERCA 120 CM, CALIBRE: CERCA 12 FRENCH, TIPO CONEXÃO: LUER LOCK / SLIP , PRESSÃO MÁXIMA: ATÉ CERCA DE 100 PSI, COMPONENTE ADICIONAL: C/ CLAMP , CARACTERíSTICAS ADICIONAIS: FOTOSSENSÍVEL , TIPO USO: ESTÉRIL, USO ÚNICO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|EXTENSOR INFUSÃO VASCULAR, VIAS: 1 VIA , MATERIAL: POLÍMERO , COMPRIMENTO: CERCA 120 CM, CALIBRE: CERCA 12 FRENCH, TIPO CONEXÃO: LUER LOCK / SLIP , PRESSÃO MÁXIMA: ATÉ CERCA DE 100 PSI, COMPONENTE ADICIONAL: C/ CLAMP , CARACTERíSTICAS ADICIONAIS: FOTOSSENSÍVEL , TIPO USO: ESTÉRIL, USO ÚNICO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
181510-5|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|INSUMOS DE USO ODONTOLOGICO|False||BROCA PARA USO ODONTOLOGICO - PARA ALTA ROTACAO SHOFU, OXIDO DE ALUMINIO, TIPO PERA, PARA ACABAMENTO DE RESINA, NUMERO SEM NUMERACAO, HASTE CURTA, CONFORME AS NORMAS ISO EXISTENTES PARA OS INSTRUMENTOS ROTATIVOS ODONTOLOGICOS, PASSIVEL DE ESTERILIZACAO EM MEIOS FISICO-QUIMICOS, EMBALADA INDIVIDUALMENTE, CONTENDO EXTERNAMENTE MARCA COMERCIAL, NUMERACAO, PROCEDENCIA DE FABRICACAO|BROCA ALTA ROTAÇÃO, MATERIAL: CARBIDE , FORMATO: PÊRA , CARACTERÍSTICA ADICIONAL: CURTA , TIPO HASTE: HASTE REGULAR , TIPO CORTE: CORTE MÉDIO , NUMERAÇÃO AMERICANA 1: REF. 331 |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS|BROCA ALTA ROTAÇÃO, MATERIAL: CARBIDE , FORMATO: PÊRA , CARACTERÍSTICA ADICIONAL: CURTA , TIPO HASTE: HASTE REGULAR , TIPO CORTE: CORTE MÉDIO , NUMERAÇÃO AMERICANA 1: REF. 331 |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS|True|entrou
345739-7|2.0|2-3|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|True|{'MM': {50.0}, 'FR': {5.0}, 'ML': {31000.0}}|PROTESE BILIAR - CONFECCIONADA EM PLASTICO RIGIDO, TIPO AMSTERDAM, ACOMPANHADO DO CONJUNTO APLICADOR, SET INTRODUTOR,DIAMETRO DA PROTESE DE 5FR,  5CM,TOTAL,ESTERIL,USO UNICO, DESCARTAVEL,PARA USO EM VIA BILIAR E PANCREATICA DURANTE CPER,CALIBRE 5FR,RETA,EMBALADO INDIVIDUALMENTE, EM PAPEL GRAU CIRURGICO, DATA DE FAB. E PROCEDENCIA,APRESENTACAO DE ACORDO COM DECRETO LEI 79094/77 COMBINADO COM O ART.31 L.8078/90|ENDOPRÓTESE LUMINAL, TIPO: STENT , TIPO USO: BILIAR , COMPOSIÇÃO: POLÍMERO , SISTEMA DE IMPLANTE: C/ SISTEMA INTRODUTOR , DIMENSÕES: CERCA DE 10 FR X 5 A 15 CM, COMPONENTE I: ANCORADORES EXTERNOS NAS EXTREMIDADES , COMPONENTE II: C/ MARCAS RADIOPACAS , ESTERILIDADE: ESTÉRIL, USO ÚNICO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|ENDOPRÓTESE LUMINAL, TIPO: STENT , TIPO USO: PANCREÁTICA , FORMATO: RETO , COMPOSIÇÃO: POLÍMERO , SISTEMA DE IMPLANTE: C/ SISTEMA INTRODUTOR , DIMENSÕES: CERCA DE 5 FR X 2 A 15 CM , COMPONENTE I: ANCORADORES EXTERNOS NAS EXTREMIDADES , COMPONENTE II: C/ MARCAS RADIOPACAS , ESTERILIDADE: ESTÉRIL, USO ÚNICO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
26862-3|3.0|2-3|profs_saude|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|True|{'MM': {13.0, 750.0}, 'ML': {31000.0}}|FIO DE SUTURA DE POLIPROPILENO - EM MONOFILAMENTO DE POLIPROPILENO N. 6-0 DE 75 CM. DE, 2 AGULHAS, 3/8 CIRCULO CILINDRICA DE 1,3 CM., AZUL, EM ENVELOPE INDIVIDUAL, EM MATERIAL QUE GARANTA BARREIRA MICROBIANA E COMBINADO COM O ARTIGO 31 DA LEI 8078/90, A APRESENTACAO DO PRODUTO DEVERA OBEDECER A ART.31 L.8078/90 PORT.CONJ.N.1 DE 23/1/96-M.SAUDE|FIO DE SUTURA AGULHADO, MATERIAL FIO: POLIPROPILENO AZUL , MODELO FIO: MONOFILAMENTAR , DIÂMETRO FIO: 3-0 , COMPRIMENTO FIO: CERCA DE 70 CM, TIPO AGULHA: 2 AGULHAS 1/2 CÍRCULO NAS EXTREMIDADES , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 20 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|FIO DE SUTURA AGULHADO, MATERIAL FIO: POLIPROPILENO AZUL , MODELO FIO: MONOFILAMENTAR , DIÂMETRO FIO: 6-0 , COMPRIMENTO FIO: CERCA DE 70 CM, TIPO AGULHA: 2 AGULHAS 3/8 CÍRCULO NAS EXTREMIDADES , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 14 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
509873-4|2.0|2-3|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|True|{'MM': {50000.0, 250.0}}|EMBALAGEM DESCARTAVEL PARA ESTERILIZACAO - MEDINDO 25,00CM X 50,00M,SISTEMA DE BARREIRAS PARA MATERIAIS TERMODESINFECTADOS E DESINFECTADOS,COMPOSTO EM QUATRO CAMADAS DE FILME DE POLIESTER  E POLIPROPILENO DE ALTA RESISTENCIA MECANICA IMPERMEAVEL, LIVRE DE CONTAMINACAO QUIMICA E COM PROCEDIMENTO SIMPLES DE SELAGEM E ABERTURA (SISTEMA EASY OPEN),,,.|EMBALAGEM P/ ESTERILIZAÇÃO, MATERIAL: PAPEL GRAU CIRÚRGICO , COMPOSIÇÃO: C/ FILME POLÍMERO MULTILAMINADO , GRAMATURA / ESPESSURA: CERCA DE 70 G/M2, APRESENTAÇÃO: ENVELOPE , COMPONENTES ADICIONAIS: TERMOSSELANTE , TAMANHO: CERCA DE 10 X 25 CM, COMPONENTES: C/ INDICADOR QUÍMICO , TIPO USO: USO ÚNICO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|EMBALAGEM P/ ESTERILIZAÇÃO, MATERIAL: PAPEL GRAU CIRÚRGICO , COMPOSIÇÃO: C/ FILME POLÍMERO MULTILAMINADO , GRAMATURA / ESPESSURA: CERCA DE 60 G/M2, APRESENTAÇÃO: ROLO , COMPONENTES ADICIONAIS: TERMOSSELANTE , TAMANHO: CERCA DE 25 CM, COMPONENTES: C/ INDICADOR QUÍMICO , TIPO USO: USO ÚNICO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
515158-9|2.0|2-3|big_data|GENEROS ALIMENTICIOS|ALIMENTOS DIETETICOS E PARA DIETAS ESPECIAIS|False||SUPLEMENTO ALIMENTAR - PARA USO ORAL OU ENTERAL, LIQUIDO, 1,25 KCAL/ML, PARA DISTURBIOS DO PROCESSO DE CICATRIZACAO, HIPERPROTEICO,ACRESCIDO COM ARGININA, NORMOGLICIDICO, NORMOLIPIDICO, ALTO TEOR DE VITAMINAS A, C E E, COM SELENIO E ZINCO, ISENTO DE GLUTEN,ACONDICIONADO EM EMBALAGEM APROPRIADA|DIETA ENTERAL, ASPECTO FÍSICO: LÍQUIDO , USO: ENTERAL OU ORAL , CARACTERÍSTICAS: HIPERCALÓRICA,HIPERPROTEICA , FONTE DE PROTEÍNA: CASEINATO E/OU PTN SOJA E/OU SORO LEITE , FONTE DE CARBOIDRATO: MALTODEXTRINA E/OU AMIDO E/OU XAROPE DE GLICOSE , FONTE DE LIPÍDIOS: ÓLEOS VEGETAIS E/OU LEC.SOJA , COMPONENTES ADICIONAIS: AA'S,VIT.,MINERAIS,FIBRAS , CARACTERÍSTICAS ADICIONAIS: ISENTO DE GLÚTEN , SABOR: C/SABOR |ALIMENTOS ESPECIAIS DIETÉTICOS E PREPARADOS ALIMENTÍCIOS|DIETA ENTERAL, ASPECTO FÍSICO: LÍQUIDO , USO: ENTERAL OU ORAL , CARACTERÍSTICAS: HIPERCALÓRICA,HIPERPROTEICA , FONTE DE PROTEÍNA: CONC. SR.E/OU ISOL.SOJA E/OU ISOL.LTE E/OU CASEI. , FONTE DE CARBOIDRATO: XAROPE MILHO E/OU SACAROSE E/OU MALTODEXTRINA , FONTE DE LIPÍDIOS: ÓLEOS VEGETAIS E/OU LEC.SOJA , COMPONENTES ADICIONAIS: VIT.,MIN. E FIBRAS , CARACTERÍSTICAS ADICIONAIS: ISENTO DE GLÚTEN , SABOR: C/ OU S/ SABOR |ALIMENTOS ESPECIAIS DIETÉTICOS E PREPARADOS ALIMENTÍCIOS|True|entrou
493083-5|2.0|2-3|big_data|RECIPIENTES E MATERIAIS PARA ACONDICIONAMENTO E EMBALAGEM|SACOS,BOLSAS E SACOLAS|True|{'MM': {400.0, 250.0}}|SACO - PARA EMBALAGEM,EM POLIETILENO,.,MEDINDO APROXIMADAMENTE 25,00X40,00CM,ESPESSURA DE 0,20 MICRAS,SEM LACRE,NA COR TRANSPARENTE|SACO, MATERIAL: PLÁSTICO , TIPO USO: GERAL , COR: TRANSPARENTE , APLICAÇÃO: ACONDICIONAMENTO , ALTURA: 35 CM, LARGURA: 25 CM, ESPESSURA: 0,06 CM|SACOS E BOLSAS|SACO, MATERIAL: PLÁSTICO TRANSPARENTE , CAPACIDADE: 25 L, APLICAÇÃO: TRANSPORTE DE DOCUMENTOS , CARACTERÍSTICAS ADICIONAIS: LISO , ALTURA: 40 CM, LARGURA: 25 CM, ESPESSURA: 3 MM|SACOS E BOLSAS|True|entrou
606660-7|1.0|1|big_data|INSTRUMENTOS E EQUIPAMENTOS DE CONTROLE E MEDICAO E GASES COMPRIMIDOS E LIQUEFEITOS|MATERIAIS, PECAS E ACESSORIOS PARA REPOSICAO OU MANUTENCAO DE INSTRUMENTOS E EQUIPAMENTOS DE CONTROLE E MEDICAO|True|{'PCT': {0.0, 1.8, 90.0, 100.0}}|PECA DE REPOSICAO EQUIPAMENTOS DE MEDICAO - SENSOR INTEGRADO DE TEMPERATURA E UMIDADE RELATIVA DO AR,PARA PLATAFORMA DE COLETA DE DADOS PLUVIOMETRICO,TEMPERATURA 40°C A 80°C, UMIDADE 0 A 100% UMIDADE R,ELATIVA RESOLUCAO 0,01°C, UMIDADE 0,01 % UR. INCERTEZA MAXIMA A 25°C: 0,1°C E 1,8%, 10 A 90% DE UMIDADE RELATIVA +/- 0,5 HPA|TERMOHIGRÔMETRO, TIPO: DIGITAL , FAIXA TEMPERATURA: -50  A 70 °C, FAIXA MEDIÇÃO HUMIDADE RELATIVA: 20 A 90 PER, RESOLUÇÃO: 1% °C, APLICAÇÃO: MONITORAMENTO TEMPERATURA E HUMIDADE , CARACTERÍSTICAS ADICIONAIS: COM CABO EXTENSOR E PARTE ADESIVA PARA FIXAÇÃO |INSTRUMENTOS PARA MEDIÇÃO E CONTROLE DE PRESSÃO,TEMPERATURA E UMIDADE|TERMOHIGRÔMETRO, TIPO: DIGITAL , FAIXA TEMPERATURA: -50  A 70 °C, FAIXA MEDIÇÃO HUMIDADE RELATIVA: 20 A 90 PER, RESOLUÇÃO: 1% °C, APLICAÇÃO: MONITORAMENTO TEMPERATURA E HUMIDADE , CARACTERÍSTICAS ADICIONAIS: COM CABO EXTENSOR E PARTE ADESIVA PARA FIXAÇÃO |INSTRUMENTOS PARA MEDIÇÃO E CONTROLE DE PRESSÃO,TEMPERATURA E UMIDADE|True|entrou
569199-0|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|PRODUTOS E INSUMOS PARA DIETAS ESPECIAIS|False||ALIMENTO PARA DIETA ENTERAL OU ORAL - FORMULA INFANTIL A BASE DE PROTEINAS DO SORO DO LEITE EXTENSAMENTE HIDROLISADAS,COM TRIGLICERIDEOS DE CADEIA MEDIA, DHA, ARA, NUCLEOTIDEOS,ISENTO DE LACTOSE, SACAROSE E GLUTEN.,EM PO,EM EMBALAGEM APROPRIADA|DIETA ENTERAL, INDICAÇÃO: MÓDULO DE LIPÍDIOS , ASPECTO FÍSICO: LÍQUIDO , USO: ENTERAL OU ORAL , FONTE DE LIPÍDIOS: TRIGLICERÍDEOS DE CADEIA MÉDIA (TCM) , CARACTERÍSTICAS ADICIONAIS: ISENTO GLÚTEN,LACT.,SACAROSE , SABOR: C/ OU S/ SABOR |ALIMENTOS ESPECIAIS DIETÉTICOS E PREPARADOS ALIMENTÍCIOS|DIETA ENTERAL, INDICAÇÃO: MÓDULO DE LIPÍDIOS , ASPECTO FÍSICO: LÍQUIDO , USO: ENTERAL OU ORAL , FONTE DE LIPÍDIOS: TRIGLICERÍDEOS DE CADEIA MÉDIA (TCM) , CARACTERÍSTICAS ADICIONAIS: ISENTO GLÚTEN,LACT.,SACAROSE , SABOR: C/ OU S/ SABOR |ALIMENTOS ESPECIAIS DIETÉTICOS E PREPARADOS ALIMENTÍCIOS|True|entrou
359246-4|1.0|1|profs_saude|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|True|{'MM': {230.0}}|CONECTOR VALVULADO PARA SISTEMA DE INFUSAO VENOSA FECHADO - PARA TOMOGRAFIA E RESSONANCIA, DESCARTAVEL,COM DUPLA VALVULA DE SEGURANCA, ANTI-REFLUXO QUE IMPEDE A CONTAMINACAO POR FLUXO REVERSO,ESTERIL,EM PVC,USADO COMO LINHA DO PACIENTE E INDICADO PARA CONDUCAO DE MEIOS DE CONTRASTE RADIOLOGICOS ATRAVES DE BOMBA INJETORA DE BAIXA PRESSAO,APROXIMADAMENTE 23,00 CM DE COMPRIMENTO, COMPATIVEL COM SISTEMA MULTIPACIENTE,UNIVERSAL|EXTENSOR INFUSÃO VASCULAR, TIPO: P/ BOMBA INJETORA CONTRASTE , VIAS: 1 VIA , MATERIAL: POLÍMERO , COMPRIMENTO: CERCA 25 CM, TIPO CONEXÃO: LUER LOCK / SLIP , PRESSÃO MÁXIMA: ATÉ CERCA DE 300 PSI, CARACTERíSTICAS ADICIONAIS: C/ VÁLVULA ANTIRREFLUXO , TIPO USO: ESTÉRIL, USO ÚNICO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|EXTENSOR INFUSÃO VASCULAR, TIPO: P/ BOMBA INJETORA CONTRASTE , VIAS: 1 VIA , MATERIAL: POLÍMERO , COMPRIMENTO: CERCA 25 CM, TIPO CONEXÃO: LUER LOCK / SLIP , PRESSÃO MÁXIMA: ATÉ CERCA DE 300 PSI, CARACTERíSTICAS ADICIONAIS: C/ VÁLVULA ANTIRREFLUXO , TIPO USO: ESTÉRIL, USO ÚNICO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
612070-9|1.0|1|big_data|ARTIGOS DE HIGIENE|PRODUTOS PARA HIGIENE PESSOAL|False||LOCAO - LOCAO PRE DEPILATORIA, PARA ALIVIO A IRRITACAO DA PELE|LOÇÃO HIDRATANTE, COMPOSIÇÃO*: C/ ÓLEO DE SEMENTE DE UVA E VITAMINAS , CARACTERÍSTICA ADICIONAL: FORMULAÇÃO ESPECIALMENTE MANIPULADA |COSMÉTICOS E ARTIGOS DE TOUCADOR DE NATUREZA MEDICINAL|LOÇÃO HIDRATANTE, COMPOSIÇÃO*: C/ ÓLEO DE SEMENTE DE UVA E VITAMINAS , CARACTERÍSTICA ADICIONAL: FORMULAÇÃO ESPECIALMENTE MANIPULADA |COSMÉTICOS E ARTIGOS DE TOUCADOR DE NATUREZA MEDICINAL|True|entrou
256051-8|2.0|2-3|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|EQUIPAMENTOS MEDICO HOSPITALARES|False||LARINGOSCOPIO - PEDIATRICO - COM LAMINAS CURVAS CABO PEQUENO EM METAL RECARTILHADO COM TAMPA DE ROSCA E MOLA EM ACO INOXIDAVEL PARA PILHAS MEDIAS,04 LAMINAS DE ACO INOXIDAVEL EM PECA UNICA, COM EXTREMIDADE DISTAL DE FORMATO REDONDO, ACABAMENTO FOSCO, PARA IMPEDIR REFLEXAO DA LUZ. COM 04 (QUATRO) LAMINAS CURVAS Nº  0,1,2,3,ENCAIXE PARA LAMINA PADRAO INTERNACIONAL;CONTATOS COM MATERIAL ANTIOXIDANTE; LAMPADA ESPECIAL DE ALTA LUMINOSIDADE; PINO DE ACO SUBSTITUIVEL;,ACONDICIONAMENTO EM BOLSA DE COURVIN, FECHADA COM ZIPER; ACOMPANHAM 01 LAMPADA SOBRESSALENTE GUIA PARA INTUBACAO TODOS ACESSORIOS NECESSARIOS AO COMPLETO FUNCIONAMENTO DO EQUIPAMENTO,GARANTIA MINIMA DE 01 (UM) ANO PARA PECAS E SERVICOS MANUAL DE OPERACAO. ASSISTENCIA TECNICA NO ESTADO DE PERNAMBUCO,PARA EFEITOS DE ANALISE E PARECER TECNICO DEVE ACOMPANHAR A PROPOSTA CATALOGO OU FOLDER EM PORTUGUES COM INFORMACOES QUE PERMITAM IDENTIFICAR AS CARACTERISTICAS TECNICAS DO PRODUTO OFERTADO,NOME E ENDERECO DO RESPONSAVEL PELA ASSISTENCIA TECNICA AUTORIZADA PELO FABRICANTE NO ESTADO DE PERNAMBUCO;,REGISTRO NO MINISTERIO DA SAUDE.|LARINGOSCÓPIO, TIPO LÂMPADA: DE FIBRA ÓTICA , COMPONENTES: C/ 3 LÂMINAS , COMPONENTES ADICIONAIS: C/CABO , MATERIAL 2: EM AÇO INOXIDÁVEL , TAMANHO CABO: ADULTO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|LARINGOSCÓPIO, TIPO LÂMPADA: HALÓGENA , COMPONENTES: C/ 6 LÂMINAS , COMPONENTES ADICIONAIS: C/CABO , MATERIAL 2: EM AÇO INOXIDÁVEL , TAMANHO CABO: INFANTIL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
191785-4|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|True|{'MM': {2000.0, 150.0}}|ATADURA DE BORRACHA FAIXA SMARCH - MEDINDO 15 CM X 2 M, CONFECCIONADAEM BORRACHA NA COR ROSA, APRESENTANDO AS, BORDAS DEVIDAMENTE ACABADAS, EMBALAGEM INDIVIDUAL CONTENDO DADOS DEIDENTIFICACAO, TIPO DE ESTERILIZACAO,, PROCEDENCIA , LOTE, VALIDADE E REGISTRO NOMINISTERIO DA SAUDE.|FAIXA DE ESMARCH, MATERIAL: LÁTEX NATURAL , LARGURA: 15 CM, ESTERILIDADE: ESTÉRIL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|FAIXA DE ESMARCH, MATERIAL: LÁTEX NATURAL , LARGURA: 15 CM, ESTERILIDADE: ESTÉRIL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
5043-1|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|INSTRUMENTAIS DE USO ODONTOLOGICO|False||PERFURADOR PARA DIQUE DE BORRACHA - CABO CONTENDO INSCRICAO DO NUMERO E MARCA OU FABRICANTE, EXTREMIDADE DE SUPERFICIE IRREGULAR, COM RUGOSIDADES/SIMILAR, ENCAIXES PERFEITOS E ALINHADOS, CONFECCIONADO EM ACO INOX COM ACABAMENTO E POLIMENTO PERFEITOS, PASSIVEL DE ESTERILIZACAO EM MEIOS FISICO-QUIMICOS, EMBALADO INDIVIDUALMENTE, CONSTANDO EXTERNAMENTE MARCA COMERCIAL, PROCEDENCIA DE FABRICACAO|MATERIAL P/ ISOLAMENTO DENTAL, DIQUE DE BORRACHA, MATERIAL: AÇO INOXIDÁVEL , TIPO: INSTRUMENTAL, PERFURADOR DE AINSWORTH |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS|MATERIAL P/ ISOLAMENTO DENTAL, DIQUE DE BORRACHA, MATERIAL: AÇO INOXIDÁVEL , TIPO: INSTRUMENTAL, PERFURADOR DE AINSWORTH |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS|True|entrou
